spending_id,customer_id,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods
964,4767,635.00,114.00,254.00,132.00,152.00,76.00
965,4769,456.00,4.00,24.00,0.00,0.00,9.00
966,4785,520.00,7.00,154.00,19.00,0.00,14.00
967,4786,555.00,82.00,257.00,93.00,61.00,61.00
968,4789,769.00,22.00,500.00,210.00,143.00,33.00
969,4790,574.00,8.00,216.00,21.00,16.00,33.00
970,4791,19.00,1.00,17.00,2.00,0.00,2.00
971,4796,18.00,10.00,3.00,3.00,5.00,0.00
972,4808,1.00,2.00,5.00,6.00,0.00,3.00
973,4817,3.00,2.00,7.00,0.00,4.00,2.00
974,4827,154.00,22.00,202.00,39.00,30.00,8.00
975,4828,71.00,99.00,278.00,185.00,121.00,38.00
976,4832,6.00,5.00,17.00,3.00,24.00,46.00
977,4837,753.00,43.00,226.00,69.00,10.00,204.00
978,4838,5.00,1.00,8.00,0.00,0.00,1.00
979,4843,203.00,35.00,305.00,46.00,17.00,227.00
980,4855,14.00,0.00,24.00,3.00,3.00,2.00
981,4856,556.00,54.00,845.00,202.00,133.00,63.00
982,4860,7.00,2.00,8.00,3.00,2.00,3.00
983,4864,72.00,7.00,58.00,13.00,1.00,24.00
984,4865,229.00,7.00,140.00,10.00,3.00,11.00
985,4867,58.00,0.00,18.00,2.00,0.00,10.00
986,4877,34.00,0.00,7.00,0.00,0.00,0.00
987,4887,10.00,5.00,28.00,11.00,1.00,8.00
988,4910,1132.00,134.00,384.00,175.00,134.00,115.00
989,4915,176.00,72.00,98.00,136.00,21.00,229.00
990,4927,8.00,3.00,22.00,21.00,1.00,13.00
991,4931,1.00,0.00,1725.00,2.00,1.00,1.00
992,4937,12.00,2.00,20.00,3.00,2.00,5.00
993,4939,84.00,5.00,38.00,150.00,12.00,28.00
994,4943,1379.00,33.00,216.00,0.00,33.00,66.00
995,4944,227.00,23.00,389.00,42.00,21.00,75.00
996,4945,815.00,10.00,239.00,28.00,10.00,108.00
997,4947,606.00,24.00,974.00,197.00,194.00,64.00
998,4954,106.00,27.00,68.00,52.00,7.00,5.00
999,4961,29.00,0.00,25.00,2.00,2.00,3.00
1000,4964,680.00,11.00,392.00,75.00,0.00,0.00
